(((4, 7, 3), (4, 9, 2)), 1)
(((11, 13, 7), (11, 15, 5)), 2)
(((1, 11, 3), (1, 13, 5)), 2)
(((10, 0, 2), (10, 2, 2)), 1)
(((9, 13, 3), (11, 13, 7)), 2)
(((6, 12, 6), (6, 14, 7)), 2)
(((16, 2, 3), (18, 2, 4)), 1)
(((2, 0, 5), (2, 2, 5)), 2)
(((1, 17, 5), (1, 19, 3)), 2)
(((13, 9, 6), (13, 11, 5)), 2)
(((13, 3, 6), (15, 3, 5)), 2)
(((4, 2, 4), (6, 2, 2)), 2)
(((11, 17, 4), (11, 19, 3)), 1)
(((13, 5, 6), (15, 5, 4)), 1)
(((3, 11, 3), (3, 13, 3)), 1)
(((13, 19, 5), (15, 19, 4)), 2)
(((3, 19, 3), (6, 19, 4)), 1)
(((9, 7, 4), (11, 7, 5)), 2)
(((13, 13, 5), (15, 13, 4)), 1)
(((4, 4, 4), (4, 7, 3)), 1)
(((6, 12, 6), (8, 12, 7)), 1)
(((11, 9, 5), (13, 9, 6)), 2)
(((1, 13, 5), (3, 13, 3)), 1)
(((15, 5, 4), (15, 7, 4)), 1)
(((6, 19, 4), (8, 19, 4)), 1)
(((13, 0, 2), (13, 3, 6)), 1)
(((11, 11, 3), (11, 13, 7)), 1)
(((15, 10, 2), (15, 13, 4)), 1)
(((4, 12, 3), (6, 12, 6)), 2)
(((9, 15, 2), (11, 15, 5)), 1)
(((17, 10, 2), (17, 12, 4)), 1)
(((2, 5, 1), (2, 7, 4)), 1)
(((16, 0, 2), (18, 0, 2)), 1)
(((5, 3, 1), (7, 3, 6)), 1)
(((6, 14, 7), (6, 17, 6)), 2)
(((11, 1, 1), (11, 3, 6)), 1)
(((11, 15, 5), (11, 17, 4)), 1)
(((9, 9, 4), (11, 9, 5)), 1)
(((15, 16, 5), (17, 16, 3)), 1)
(((8, 6, 5), (10, 6, 2)), 1)
(((15, 19, 4), (18, 19, 1)), 1)
(((1, 13, 5), (1, 15, 5)), 2)
(((15, 16, 5), (15, 19, 4)), 1)
(((18, 0, 2), (18, 2, 4)), 1)
(((3, 17, 7), (6, 17, 6)), 2)
(((13, 11, 5), (13, 13, 5)), 2)
(((17, 18, 2), (19, 18, 2)), 1)
(((4, 2, 4), (4, 4, 4)), 1)
(((11, 19, 3), (13, 19, 5)), 1)
(((16, 6, 3), (18, 6, 3)), 1)
(((0, 0, 2), (2, 0, 5)), 1)
(((0, 7, 3), (0, 10, 3)), 2)
(((2, 9, 2), (2, 12, 1)), 1)
(((18, 9, 2), (18, 11, 1)), 1)
(((13, 7, 7), (13, 9, 6)), 2)
(((11, 5, 5), (13, 5, 6)), 2)
(((0, 14, 3), (0, 16, 2)), 1)
(((9, 3, 3), (11, 3, 6)), 1)
